358.5,1
348.5,1
348.5,1
348,1
347,1
346,1
345,1
340.5,1
340,1
336.5,1
335.5,1
335,1
334,2
333,1
332.5,1
332,1
332,1
331.5,1
331,1
330.5,1
328.5,1
327.5,1
326.5,1
325.5,1
325.5,1
325,1
324.5,1
324.5,1
324.5,1
324.5,1
322.5,1
321.5,1
321,1
320.5,1
320,1
320,1
319.5,1
318,2
317,2
317,1
316.5,1
316.5,1
316.5,1
316.5,1
316,1
315.5,1
315,1
314.5,1
313,1
311.5,1
311.5,1
311,2
311,1
311,1
310.5,1
310.5,1
310,1
309.5,1
309.5,1
309.5,1
308,1
308,1
307.5,1
307.5,1
306.5,1
305.5,1
305.5,1
305,1
305,1
305,1
305,1
304.5,1
304.5,1
304,1
304,2
304,1
303.5,1
303.5,1
303.5,1
303,1
303,1
302.5,1
302.5,1
302.5,1
302,1
302,1
301.5,2
301.5,1
301,1
300.5,1
300.5,1
300.5,1
300.5,2
300.5,1
300,1
299.5,1
299.5,1
299,1
298.5,1
298.5,1
298.5,1
298.5,1
298,1
298,1
298,1
298,1
298,1
297,1
297,1
296.5,1
296.5,1
296,1
296,1
296,1
295.5,2
295.5,1
295,1
295,1
294.5,1
294.5,1
294.5,1
294,1
294,1
293.5,1
293.5,1
293,1
293,1
293,1
293,1
292.5,1
292.5,1
292,2
292,1
292,1
291.5,1
291.5,1
291,1
291,1
290.5,1
290.5,1
290.5,1
290.5,1
290,1
290,1
289.5,1
289.5,1
289,1
289,1
289,1
289,1
288.5,1
288.5,1
288.5,1
288.5,1
288,1
288,2
287.5,1
287,1
287,1
286.5,1
286.5,1
286.5,1
286,1
286,1
286,1
286,1
286,1
286,1
285,1
285,1
285,1
285,1
284.5,1
284.5,1
284,1
284,2
284,1
284,1
284,1
283.5,1
283.5,1
283,1
283,1
283,1
283,1
283,1
282.5,1
282.5,1
282.5,1
282.5,1
282.5,1
282.5,1
282,1
282,1
282,1
282,1
282,1
282,1
281.5,1
281.5,1
281.5,1
281.5,2
281,1
281,1
281,1
281,1
281,1
280.5,1
280.5,1
280.5,1
280.5,1
280.5,1
280.5,1
280,1
280,1
279.5,1
279.5,1
279.5,1
279.5,1
279.5,2
279.5,1
279.5,1
279,1
279,1
279,1
279,1
278.5,1
278,1
278,1
277.5,1
277.5,1
277,1
277,1
276.5,1
276.5,1
276,1
276,1
275,1
275,1
275,1
275,1
275,1
275,1
275,1
274.5,1
274.5,1
274,1
274,1
274,1
274,1
274,1
273.5,1
273.5,1
273.5,1
273,1
273,1
273,1
273,1
272.5,1
272.5,1
272,1
272,1
272,1
271.5,1
271.5,1
271.5,1
271.5,1
271.5,1
271,1
271,1
271,1
271,1
271,1
271,1
270.5,1
270.5,1
270.5,1
270.5,1
270.5,1
270.5,1
270.5,1
270.5,1
269.5,1
269,2
269,1
269,1
269,1
268.5,1
268.5,1
268,1
268,2
268,1
267.5,2
267.5,1
267.5,1
267.5,1
267,1
267,2
267,1
267,1
267,1
267,1
267,1
266.5,2
266.5,1
266.5,1
265.5,1
265.5,1
265.5,2
265.5,2
265.5,1
265,1
265,1
265,1
265,1
265,1
264.5,1
264.5,1
264,1
264,1
264,1
264,1
264,1
264,2
263.5,2
263.5,1
263.5,1
263.5,1
263,1
263,2
262.5,1
262,1
262,1
262,1
262,1
262,1
261.5,1
261.5,2
261.5,1
261,1
261,1
261,1
261,1
261,1
261,1
261,1
261,1
261,1
260.5,1
260.5,1
260.5,1
260.5,1
260.5,1
260,1
260,1
260,1
260,1
260,1
260,1
260,2
259.5,1
259.5,1
259.5,1
259.5,1
258.5,1
258,1
257.5,1
257,1
257,1
257,1
257,1
257,1
257,1
257,1
257,1
256.5,1
256.5,1
256.5,1
256.5,1
256.5,1
256,1
256,1
256,1
256,1
255.5,1
255.5,1
255.5,1
255,1
255,1
254.5,1
254.5,1
254,1
254,2
253.5,1
253.5,1
253.5,1
253.5,1
253.5,1
253,1
253,2
253,1
253,1
252.5,2
252.5,1
252.5,1
252.5,1
252,1
251,1
251,1
251,2
250.5,1
250,1
250,1
250,1
249.5,1
249.5,1
249.5,1
249.5,2
249.5,1
249.5,1
249.5,1
249.5,1
249,1
249,1
249,1
249,1
248.5,1
248.5,1
248.5,1
248,1
248,1
248,1
248,1
248,1
247.5,2
247.5,1
247.5,1
247.5,1
247.5,1
247.5,1
247,2
246.5,1
246.5,1
246,1
246,1
246,1
246,1
245.5,1
245.5,1
245.5,1
245.5,1
245.5,1
245,1
245,1
245,1
245,1
245,1
244.5,2
244.5,1
244,1
244,1
244,1
244,1
243.5,1
243.5,1
243,1
243,1
243,1
242.5,1
242.5,1
242.5,1
242.5,1
242,2
242,2
242,1
242,1
242,1
241.5,1
241.5,1
241.5,1
241.5,1
241.5,1
241.5,1
241,1
241,1
241,1
241,1
240.5,1
240.5,2
240,1
240,1
240,1
240,1
240,1
239.5,1
239.5,2
239.5,1
239,2
239,1
239,1
239,2
239,1
239,2
238.5,1
238.5,1
238.5,1
238,1
238,1
238,1
238,1
237.5,1
237.5,1
237.5,1
237.5,1
237.5,1
237.5,1
237,2
237,1
237,1
236.5,2
236.5,1
236,1
236,2
235.5,1
235.5,1
235.5,1
235.5,1
235,1
235,1
235,1
235,1
235,1
235,1
235,2
234,1
234,1
234,1
233.5,1
233.5,1
233.5,1
233,1
233,1
233,2
233,1
232.5,1
232.5,1
232.5,1
232.5,1
232,1
232,1
232,1
232,1
232,1
232,1
232,2
231.5,1
231,1
231,1
231,1
231,1
231,1
231,1
230.5,1
230.5,1
230.5,2
230.5,1
230.5,1
230,1
230,1
230,1
230,2
229.5,1
229.5,1
229.5,1
229.5,1
229,1
229,1
229,1
229,1
228.5,1
228.5,1
228.5,2
228.5,1
228.5,1
228.5,1
228,1
227.5,1
227.5,1
227,1
227,2
226.5,2
226.5,1
226.5,1
226.5,1
226.5,1
226.5,1
226,2
226,2
226,1
226,1
225.5,1
225.5,2
225.5,1
225.5,1
225,1
225,1
225,1
224.5,1
224.5,1
224.5,2
224.5,2
224,1
224,1
224,1
224,1
224,1
223.5,1
223.5,1
223,1
223,1
223,1
223,1
223,1
222.5,1
222.5,1
222.5,1
222,1
222,1
221.5,1
221.5,1
221.5,1
221,1
221,1
221,1
220,1
220,1
220,1
219.5,1
219.5,1
219.5,1
219.5,1
219,1
219,1
219,1
219,1
218.5,1
218.5,1
218,1
218,1
217.5,1
217.5,1
217,1
217,1
217,1
217,1
217,1
216.5,1
216.5,1
216.5,1
216.5,1
216,1
215.5,1
215.5,1
215.5,2
215.5,1
215,1
215,1
215,2
215,1
214.5,1
214.5,1
214.5,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
214,1
213.5,1
213.5,1
213.5,2
